as_of,fund_name,cusip,ticker,record_date,ex_dividend_date,payable_date,income_dividends,short_term_capital_gain,total_capital_gain_distribution
2024-12-31,Artisan International Fund Investor,04314H204,ARTIX,12/09/2024,12/10/2024,12/10/2024,0.237549,0.456695,2.067175
2024-12-31,Artisan International Small Mid Fund Investor,04314H808,ARTJX,12/09/2024,12/10/2024,12/10/2024,,0.103481,0.04852
2024-12-31,Artisan Mid Cap Value Fund Investor,04314H709,ARTQX,12/09/2024,12/10/2024,12/10/2024,0.077782,,
2024-12-31,Artisan Mid Cap Fund Investor,04314H303,ARTMX,12/09/2024,12/10/2024,12/10/2024,,,5.232036
2024-12-31,Artisan Select Equity Fund Investor,04314H477,ARTNX,12/09/2024,12/10/2024,12/10/2024,0.013448,0.049125,0.130972
2024-12-31,Artisan Small Cap Fund Investor,04314H105,ARTSX,12/09/2024,12/10/2024,12/10/2024,,,1.83207
2024-12-31,Artisan Sustainable Emerging Markets Fund Investor,04314H832,ARTZX,12/09/2024,12/10/2024,12/10/2024,0.189174,,
2024-12-31,Artisan Value Fund Investor,04314H873,ARTLX,12/09/2024,12/10/2024,12/10/2024,0.198562,0.075031,0.816755
2024-12-31,Artisan Focus Fund Investor,04314H543,ARTTX,12/09/2024,12/10/2024,12/10/2024,,2.784848,
2024-12-31,Artisan Global Equity Fund Investor,04314H816,ARTHX,12/09/2024,12/10/2024,12/10/2024,0.151339,0.749306,1.251984
2024-12-31,Artisan Global Opportunities Fund Investor,04314H824,ARTRX,12/09/2024,12/10/2024,12/10/2024,,0.423087,3.493994
2024-12-31,Artisan Global Value Fund Investor,04314H840,ARTGX,12/09/2024,12/10/2024,12/10/2024,0.238964,0.037433,0.908232
2024-12-31,Artisan Emerging Markets Debt Opportunities Fund Investor,04314H378,APFOX,12/09/2024,12/10/2024,12/10/2024,,0.052179,
2024-12-31,Artisan Emerging Markets Debt Opportunities Fund Investor,04314H378,APFOX,12/27/2024,12/30/2024,12/30/2024,0.062785,,
2024-12-31,Artisan Global Unconstrained Fund Investor,04314H345,APFPX,12/09/2024,12/10/2024,12/10/2024,,0.017247,
2024-12-31,Artisan Global Unconstrained Fund Investor,04314H345,APFPX,12/27/2024,12/30/2024,12/30/2024,0.040394,,
2024-12-31,Artisan International Value Fund Investor,04314H881,ARTKX,11/25/2024,11/26/2024,11/26/2024,,,1.205898
2024-12-31,Artisan International Value Fund Investor,04314H881,ARTKX,12/27/2024,12/30/2024,12/30/2024,0.304371,,
2024-12-31,Artisan Value Income Fund Investor,04314H311,APFWX,12/27/2024,12/30/2024,12/30/2024,0.04974,,
2024-12-31,Artisan International Fund Advisor,04314H675,APDIX,12/09/2024,12/10/2024,12/10/2024,0.271782,0.456695,2.067175
2024-12-31,Artisan International Small Mid Fund Advisor,04314H485,APDJX,12/09/2024,12/10/2024,12/10/2024,0.008412,0.103481,0.04852
2024-12-31,Artisan Mid Cap Value Fund Advisor,04314H642,APDQX,12/09/2024,12/10/2024,12/10/2024,0.097669,,0.57721
2024-12-31,Artisan Select Equity Fund Advisor,04314H469,APDNX,12/09/2024,12/10/2024,12/10/2024,0.029666,0.049125,0.130972
2024-12-31,Artisan Sustainable Emerging Markets Fund Advisor,04314H279,APDEX,12/09/2024,12/10/2024,12/10/2024,0.205596,,
2024-12-31,Artisan Value Fund Advisor,04314H634,APDLX,12/09/2024,12/10/2024,12/10/2024,0.214225,0.075031,0.816755
2024-12-31,Artisan International Explorer Fund Advisor,04314H253,ARDBX,11/25/2024,11/26/2024,11/26/2024,,0.083282,0.107434
2024-12-31,Artisan Focus Fund Advisor,04314H519,APDTX,12/09/2024,12/10/2024,12/10/2024,,2.784848,
2024-12-31,Artisan Global Equity Fund Advisor,04314H428,APDHX,12/09/2024,12/10/2024,12/10/2024,0.178617,0.749306,1.251984
2024-12-31,Artisan Global Opportunities Fund Advisor,04314H691,APDRX,12/09/2024,12/10/2024,12/10/2024,,0.423087,
2024-12-31,Artisan Global Value Fund Advisor,04314H683,APDGX,12/09/2024,12/10/2024,12/10/2024,0.276735,0.037433,0.908232
2024-12-31,Artisan Emerging Markets Debt Opportunities Fund Ad04314H360 APDOX 12/09/2024 12/10/2024 12/10/2024 $ 0.,105877000,APDOX,12/09/2024,12/10/2024,12/10/2024,,0.052179,
2024-12-31,Artisan Emerging Markets Debt Opportunities Fund Ad04314H360 APDOX 12/27/2024 12/30/2024 12/30/2024 $ 0.,063600000,APDOX,12/27/2024,12/30/2024,12/30/2024,0.0636,,
2024-12-31,Artisan Global Unconstrained Fund Advisor,04314H337,APDPX,12/09/2024,12/10/2024,12/10/2024,,0.017247,
2024-12-31,Artisan Global Unconstrained Fund Advisor,04314H337,APDPX,12/27/2024,12/30/2024,12/30/2024,0.041185,,
2024-12-31,Artisan International Value Fund Advisor,04314H667,APDKX,11/25/2024,11/26/2024,11/26/2024,,,1.205898
2024-12-31,Artisan International Value Fund Advisor,04314H667,APDKX,12/27/2024,12/30/2024,12/30/2024,0.327752,,
