as_of,fund_name,cusip,ticker,record_date,ex_dividend_date,payable_date,income_dividends,short_term_capital_gain,total_capital_gain_distribution
2024-12-31,Vanguard Intermediate-Term Bond ETF,921937819,BIV,12/27/2024,12/27/2024,12/27/2024,0.253261,,
2024-12-31,Vanguard Intermediate-Term Bond ETF,921937819,BIV,12/4/2024,12/4/2024,12/4/2024,0.241168,,
2024-12-31,Vanguard Total Bond Market ETF,921937835,BND,12/27/2024,12/27/2024,12/27/2024,0.233378,,
2024-12-31,Vanguard Total Bond Market ETF,921937835,BND,12/4/2024,12/4/2024,12/4/2024,0.222928,,
2024-12-31,Vanguard Short-Term Bond ETF,921937827,BSV,12/27/2024,12/27/2024,12/27/2024,0.240391,,
2024-12-31,Vanguard Short-Term Bond ETF,921937827,BSV,12/4/2024,12/4/2024,12/4/2024,0.231419,,
2024-12-31,Vanguard Intermediate-Term Bond Index Fund Investor Shares,921937306,VBIIX,12/2/2024,12/2/2024,12/2/2024,0.032206,,
2024-12-31,Vanguard Intermediate-Term Bond Index Fund Admiral Shares,921937801,VBILX,12/2/2024,12/2/2024,12/2/2024,0.032877,,
2024-12-31,Vanguard Intermediate-Term Bond Index Fund Institutional Shares,921937884,VBIMX,12/2/2024,12/2/2024,12/2/2024,0.033028,,
2024-12-31,Vanguard Short-Term Bond Index Fund Institutional Plus Shares,921937769,VBIPX,12/2/2024,12/2/2024,12/2/2024,0.030322,,
2024-12-31,Vanguard Short-Term Bond Index Fund Admiral Shares,921937702,VBIRX,12/2/2024,12/2/2024,12/2/2024,0.030106,,
2024-12-31,Vanguard Short-Term Bond Index Fund Investor Shares,921937207,VBISX,12/2/2024,12/2/2024,12/2/2024,0.029403,,
2024-12-31,Vanguard Short-Term Bond Index Fund Institutional Shares,921937777,VBITX,12/2/2024,12/2/2024,12/2/2024,0.030245,,
2024-12-31,Vanguard Intermediate-Term Bond Index Fund Institutional Plus Shares,921937751,VBIUX,12/2/2024,12/2/2024,12/2/2024,0.033128,,
2024-12-31,Vanguard Long-Term Bond Index Fund Institutional Shares,921937876,VBLLX,12/2/2024,12/2/2024,12/2/2024,0.039800,,
2024-12-31,Vanguard Total Bond Market Index Fund Investor Shares,921937108,VBMFX,12/2/2024,12/2/2024,12/2/2024,0.028822,,
2024-12-31,Vanguard Total Bond Market Index Fund Institutional Plus Shares,921937785,VBMPX,12/2/2024,12/2/2024,12/2/2024,0.029764,,
2024-12-31,Vanguard Total Bond Market Index Fund Institutional Shares,921937504,VBTIX,12/2/2024,12/2/2024,12/2/2024,0.029725,,
2024-12-31,Vanguard Total Bond Market Index Fund Admiral Shares,921937603,VBTLX,12/2/2024,12/2/2024,12/2/2024,0.029607,,
2024-12-31,Vanguard California Intermediate-Term Tax-Exempt Fund Admiral Shares,922021407,VCADX,12/2/2024,12/2/2024,12/2/2024,0.027955,,
2024-12-31,Vanguard California Intermediate-Term Tax-Exempt Fund Investor Shares,922021308,VCAIX,12/2/2024,12/2/2024,12/2/2024,0.027208,,
2024-12-31,Vanguard California Long-Term Tax-Exempt Fund Investor Shares,922021100,VCITX,12/2/2024,12/2/2024,12/2/2024,0.031649,,
2024-12-31,Vanguard California Long-Term Tax-Exempt Fund Admiral Shares,922021506,VCLAX,12/2/2024,12/2/2024,12/2/2024,0.032403,,
2024-12-31,Vanguard GNMA Fund Admiral Shares,922031794,VFIJX,12/2/2024,12/2/2024,12/2/2024,0.028911,,
2024-12-31,Vanguard Short-Term Treasury Fund Admiral Shares,922031851,VFIRX,12/2/2024,12/2/2024,12/2/2024,0.033769,,
2024-12-31,Vanguard Short-Term Treasury Fund Investor Shares,922031703,VFISX,12/2/2024,12/2/2024,12/2/2024,0.032965,,
2024-12-31,Vanguard Intermediate-Term Treasury Fund Investor Shares,922031802,VFITX,2/1/2024,2/1/2024,2/1/2024,0.031254,,
2024-12-31,Vanguard Short-Term Investment-Grade Fund Institutional Shares,922031877,VFSIX,12/2/2024,12/2/2024,12/2/2024,0.037458,,
2024-12-31,Vanguard Short-Term Investment-Grade Fund Investor Shares,922031406,VFSTX,12/2/2024,12/2/2024,12/2/2024,0.036358,,
2024-12-31,Vanguard Short-Term Investment-Grade Fund Admiral Shares,922031836,VFSUX,12/2/2024,12/2/2024,12/2/2024,0.037203,,
2024-12-31,Vanguard Federal Money Market Fund,922906300,VMFXX,12/2/2024,12/2/2024,12/2/2024,0.003802,,
2024-12-31,Vanguard Short-Term Federal Fund Investor Shares,922031604,VSGBX,12/2/2024,12/2/2024,12/2/2024,0.028845,,
2024-12-31,Vanguard Short-Term Federal Fund Admiral Shares,922031844,VSGDX,12/2/2024,12/2/2024,12/2/2024,0.029677,,
2024-12-31,Vanguard Total Bond Market Index Fund Institutional Select Shares,921937660,VTBSX,12/2/2024,12/2/2024,12/2/2024,0.029919,,
2024-12-31,Vanguard Treasury Money Market Fund,921932109,VUSXX,12/2/2024,12/2/2024,12/2/2024,0.003787,,
2024-12-31,Vanguard High-Yield Tax-Exempt Fund Admiral Shares,922907845,VWALX,12/2/2024,12/2/2024,12/2/2024,0.034566,,
2024-12-31,Vanguard High-Yield Corporate Fund Admiral Shares,922031760,VWEAX,12/2/2024,12/2/2024,12/2/2024,0.028074,,
2024-12-31,Vanguard High-Yield Corporate Fund Investor Shares,922031208,VWEHX,12/2/2024,12/2/2024,12/2/2024,0.027627,,
2024-12-31,Vanguard Long-Term Investment-Grade Fund Admiral Shares,922031778,VWETX,12/2/2024,12/2/2024,12/2/2024,0.031992,,
2024-12-31,Vanguard Intermediate-Term Tax-Exempt Fund Investor Shares,922907209,VWITX,12/2/2024,12/2/2024,12/2/2024,0.035108,,
2024-12-31,Vanguard Intermediate-Term Tax-Exempt Fund Admiral Shares,922907878,VWIUX,12/2/2024,12/2/2024,12/2/2024,0.036004,,
