as_of,fund_name,cusip,ticker,record_date,ex_dividend_date,payable_date,income_dividends,short_term_capital_gain,total_capital_gain_distribution
2023-12-31,Invesco Greater China Fund,00141T155,AACFX,12/14/2023,12/15/2023,12/15/2023,0.3205,,
2023-12-31,Invesco Select Risk: Growth Investor Fund,00141M549,AADAX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class C,00141M523,AADCX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class R5,00141M499,AADIX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class R,00141M515,AADRX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class S,00888W205,AADSX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class Y,00888U613,AADYX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Select Risk: Growth Investor Fund Class R6,00888W213,AAESX,12/19/2023,12/20/2023,12/20/2023,0.0929,,0.2061
2023-12-31,Invesco Balanced-Risk Allocation Fund Class C,00141V721,ABRCX,12/14/2023,12/15/2023,12/15/2023,0.113,,
2023-12-31,Invesco Balanced-Risk Allocation Fund Class R5,00141V689,ABRIX,12/14/2023,12/15/2023,12/15/2023,0.2178,,
2023-12-31,Invesco Balanced-Risk Allocation Fund Class R,00141V713,ABRRX,12/14/2023,12/15/2023,12/15/2023,0.1642,,
2023-12-31,Invesco Balanced-Risk Allocation Fund Class Y,00141V697,ABRYX,12/14/2023,12/15/2023,12/15/2023,0.2127,,
2023-12-31,Invesco Balanced-Risk Allocation Fund,00141V747,ABRZX,12/14/2023,12/15/2023,12/15/2023,0.1889,,
2023-12-31,Invesco Corporate Bond Fund,001421858,ACCBX,,12/29/2023,12/29/2023,0.0257,,
2023-12-31,Invesco Corporate Bond Fund Class C,001421833,ACCEX,,12/29/2023,12/29/2023,0.0223,,
2023-12-31,Invesco Corporate Bond Fund Class Y,001421825,ACCHX,,12/29/2023,12/29/2023,0.027,,
2023-12-31,Invesco Corporate Bond Fund Class R5,001421817,ACCWX,,12/29/2023,12/29/2023,0.0272,,
2023-12-31,Invesco Corporate Bond Fund Class R,001421635,ACCZX,,12/29/2023,12/29/2023,0.0245,,
2023-12-31,Invesco Exchange Fund,46132M105,ACEHX,12/12/2023,12/13/2023,12/13/2023,7.0592,,1.3085
2023-12-31,Invesco Equity and Income Fund,00142J479,ACEIX,12/12/2023,12/13/2023,12/13/2023,0.0608,,0.4944
2023-12-31,Invesco Equity and Income Fund Class R5,00142J438,ACEKX,12/12/2023,12/13/2023,12/13/2023,0.0689,,0.4944
2023-12-31,Invesco Equity and Income Fund Class C,00142J453,ACERX,12/12/2023,12/13/2023,12/13/2023,0.0408,,0.4944
2023-12-31,Invesco Equity and Income Fund Class R,00142J420,ACESX,12/12/2023,12/13/2023,12/13/2023,0.0548,,0.4944
2023-12-31,Invesco Equity and Income Fund Class Y,00142J446,ACETX,12/12/2023,12/13/2023,12/13/2023,0.0673,,0.4944
2023-12-31,Invesco Growth and Income Fund,00142J362,ACGIX,12/12/2023,12/13/2023,12/13/2023,0.0877,0.0324,2.3469
2023-12-31,Invesco Growth and Income Fund Class C,00142J347,ACGKX,12/12/2023,12/13/2023,12/13/2023,0.0471999999999996,0.0324,2.3469
2023-12-31,Invesco Growth and Income Fund Class R,00142J313,ACGLX,12/12/2023,12/13/2023,12/13/2023,0.0741,0.0324,2.3469
2023-12-31,Invesco Growth and Income Fund Class Y,00142J339,ACGMX,12/12/2023,12/13/2023,12/13/2023,0.1014,0.0324,2.3469
2023-12-31,Invesco Growth and Income Fund Class R5,00142J321,ACGQX,12/12/2023,12/13/2023,12/13/2023,0.1049,0.0324,2.3469
2023-12-31,Invesco Government Money Market Fund Class C,00142C789,ACNXX,,12/29/2023,12/29/2023,0.00368618,,
2023-12-31,Invesco Core Plus Bond Fund,00141A529,ACPSX,,12/29/2023,12/29/2023,0.0355,,
2023-12-31,Invesco Comstock Fund Class Y,00143M661,ACSDX,12/12/2023,12/13/2023,12/13/2023,0.1342,0.1445,1.6883
2023-12-31,Invesco Comstock Fund Class R5,00143M653,ACSHX,12/12/2023,12/13/2023,12/13/2023,0.1376,0.1445,1.6883
2023-12-31,Invesco Comstock Fund Class R,00143M679,ACSRX,12/12/2023,12/13/2023,12/13/2023,0.0988999999999998,0.1445,1.6883
2023-12-31,Invesco Comstock Fund,00143M711,ACSTX,12/12/2023,12/13/2023,12/13/2023,0.1165,0.1445,1.6883
2023-12-31,Invesco Comstock Fund Class C,00143M687,ACSYX,12/12/2023,12/13/2023,12/13/2023,0.0685999999999998,0.1445,1.6883
2023-12-31,Invesco High Yield Municipal Fund Class Y,001419654,ACTDX,,12/29/2023,12/29/2023,0.00055322,,
2023-12-31,Invesco High Yield Municipal Fund Class C,001419662,ACTFX,,12/29/2023,12/29/2023,0.0004603,,
2023-12-31,Invesco High Yield Municipal Fund,001419688,ACTHX,,12/29/2023,12/29/2023,0.00053035,,
2023-12-31,Invesco High Yield Municipal Fund Class R5,001419464,ACTNX,,12/29/2023,12/29/2023,0.00055322,,
2023-12-31,Invesco High Yield Municipal Fund Class R6,001419423,ACTSX,,12/29/2023,12/29/2023,0.00055751,,
2023-12-31,Invesco Government Money Market Fund Class CX,001421205,ACXXX,,12/29/2023,12/29/2023,0.00355789,,
2023-12-31,Invesco Government Money Market Fund Class AX,001421106,ACZXX,,12/29/2023,12/29/2023,0.00419428,,
2023-12-31,Invesco Government Money Market Fund,001422856,ADAXX,,12/29/2023,12/29/2023,0.00415196,,
2023-12-31,Invesco EQV European Equity Fund,008882854,AEDAX,12/14/2023,12/15/2023,12/15/2023,0.5219,,0.3793
2023-12-31,Invesco EQV European Equity Fund Class C,008882839,AEDCX,12/14/2023,12/15/2023,12/15/2023,0.2063,,0.3793
