as_of,fund_name,cusip,ticker,record_date,ex_dividend_date,payable_date,income_dividends,short_term_capital_gain,total_capital_gain_distribution
2021-12-31,Janus Henderson Research Fund,471023317,JRAAX,12/17/2021,12/20/2021,12/20/2021,,0.48455775,8.36903
2021-12-31,Janus Henderson Global Technology and Innovation Fund,471023358,JATAX,12/17/2021,12/20/2021,12/20/2021,,0.30684611,8.34802
2021-12-31,Janus Henderson Global Life Sciences Fund,471023481,JFNAX,12/17/2021,12/20/2021,12/20/2021,0.76162191,1.85980485,4.08637
2021-12-31,Janus Henderson Global Allocation Fund – Conservative,47103A104,JCAAX,12/29/2021,12/30/2021,12/30/2021,0.40773674,0.08446326,0.79752
2021-12-31,Janus Henderson Global Allocation Fund – Growth,47103A500,JGCAX,12/29/2021,12/30/2021,12/30/2021,0.49821788,0.15736083,1.73247
2021-12-31,Janus Henderson Forty Fund,47103A674,JDCAX,12/17/2021,12/20/2021,12/20/2021,,0.25332800,4.95363
2021-12-31,Janus Henderson U.S. Managed Volatility Fund,47103A732,JRSAX,12/21/2021,12/22/2021,12/22/2021,0.02776123,1.66717685,1.46033
2021-12-31,Janus Henderson International Managed Volatility Fund,47103A781,JMIAX,12/21/2021,12/22/2021,12/22/2021,0.09536905,0.33071712,0.72200
2021-12-31,Janus Henderson Global Allocation Fund – Moderate,47103A880,JMOAX,12/29/2021,12/30/2021,12/30/2021,0.44028657,0.10374563,1.20983
2021-12-31,Janus Henderson Small Cap Value Fund,47103C217,JDSAX,12/21/2021,12/22/2021,12/22/2021,0.16537546,,0.25779
2021-12-31,Janus Henderson Mid Cap Value Fund,47103C266,JDPAX,12/21/2021,12/22/2021,12/22/2021,0.04058447,0.00764527,1.96032
2021-12-31,Janus Henderson Global Research Fund,47103C324,JDWAX,12/17/2021,12/20/2021,12/20/2021,0.16422113,0.73573218,10.69647
2021-12-31,Janus Henderson Triton Fund,47103C373,JGMAX,12/17/2021,12/20/2021,12/20/2021,,0.82864145,6.09654
2021-12-31,Janus Henderson Overseas Fund,47103C480,JDIAX,12/17/2021,12/20/2021,12/20/2021,0.34517341,,
2021-12-31,Janus Henderson Global Select Fund,47103C548,JORAX,12/17/2021,12/20/2021,12/20/2021,0.10374033,0.14225761,2.04360
2021-12-31,Janus Henderson Enterprise Fund,47103C829,JDMAX,12/17/2021,12/20/2021,12/20/2021,,1.25482326,23.41868
2021-12-31,Janus Henderson Contrarian Fund,47103C878,JCNAX,12/17/2021,12/20/2021,12/20/2021,0.04820427,0.66308066,2.08161
2021-12-31,Janus Henderson Adaptive Global Allocation Fund,47103D272,JAGAX,12/29/2021,12/30/2021,12/30/2021,0.13754615,1.47573028,0.05451
2021-12-31,Janus Henderson Emerging Markets Managed Volatility Fund,47103D389,JOLAX,12/21/2021,12/22/2021,12/22/2021,0.08852072,0.00250013,0.74621
2021-12-31,Janus Henderson Small-Mid Cap Value Fund,47103E239,JVSAX,12/21/2021,12/22/2021,12/22/2021,0.04685909,,0.34080
2021-12-31,Janus Henderson Asia Equity Fund,47103E379,JAQAX,12/17/2021,12/20/2021,12/20/2021,0.21623821,,
2021-12-31,Janus Henderson Venture Fund,47103E429,JVTAX,12/17/2021,12/20/2021,12/20/2021,,2.64010107,9.69025
2021-12-31,Janus Henderson International Opportunities Fund,47103X310,HFOAX,12/17/2021,12/20/2021,12/20/2021,1.32602167,1.31041285,2.70125
2021-12-31,Janus Henderson European Focus Fund,47103X641,HFEAX,12/17/2021,12/20/2021,12/20/2021,0.06275603,,
